C,S,SF,LP,QP,FA,NS,W,Sand,Gravel,Fi,SP,RH,T,Age,fc
472,315,262,0,0,0,0,178,1049,0,156,21,100,23,28,134.3
472,315,262,0,0,0,0,178,1049,0,156,21,100,23,28,143.5
472,315,262,0,0,0,0,178,1049,0,156,21,100,23,28,127.6
472,315,262,0,0,0,0,178,1049,0,156,21,100,23,28,123.4
472,315,262,0,0,0,0,178,1049,0,156,21,100,23,28,120.5
680,0,120,0,0,0,0,160,1462,0,0,9.59,100,23,7,63.7
640,0,160,0,0,0,0,160,1446.4,0,0,9.6,100,23,7,57.4
600,0,200,0,0,0,0,160,1434,0,0,9.6,100,23,7,60.5
680,0,120,0,0,0,0,144,1502.8,0,0,9.59,100,23,7,68.49
680,0,120,0,0,0,0,176,1421.2,0,0,9.59,100,23,7,55.32
680,0,120,0,0,0,0,160,1462,0,0,11.22,100,23,7,63.22
680,0,120,0,0,0,0,160,1468.8,0,0,8.02,100,23,7,58.83
765,0,135,0,0,0,0,180,1315.8,0,0,10.79,100,23,7,66.8
720,0,180,0,0,0,0,180,1303.2,0,0,10.8,100,23,7,69.2
675,0,225,0,0,0,0,180,1289.25,0,0,10.8,100,23,7,64.5
720,0,180,0,0,0,0,162,1353.6,0,0,10.8,100,23,7,72
720,0,180,0,0,0,0,198,1260,0,0,10.8,100,23,7,64.1
720,0,180,0,0,0,0,180,1296,0,0,12.6,100,23,7,70.24
720,0,180,0,0,0,0,180,1310.4,0,0,9,100,23,7,67.61
850,0,150,0,0,0,0,200,1173,0,0,11.99,100,23,7,72.3
800,0,200,0,0,0,0,200,1160,0,0,12,100,23,7,73.1
750,0,250,0,0,0,0,200,1140,0,0,12,100,23,7,67.6
850,0,150,0,0,0,0,180,1224,0,0,11.99,100,23,7,74.63
850,0,150,0,0,0,0,220,1122,0,0,11.99,100,23,7,67.61
850,0,150,0,0,0,0,200,1173,0,0,14.03,100,23,7,72.88
850,0,150,0,0,0,0,200,1181.5,0,0,10.03,100,23,7,69.37
680,0,120,0,0,0,0,160,1462,0,0,9.59,100,23,28,118.7
640,0,160,0,0,0,0,160,1446.4,0,0,9.6,100,23,28,113.2
680,0,120,0,0,0,0,144,1502.8,0,0,9.59,100,23,28,122.93
680,0,120,0,0,0,0,176,1421.2,0,0,9.59,100,23,28,108.88
680,0,120,0,0,0,0,160,1462,0,0,11.22,100,23,28,122.05
680,0,120,0,0,0,0,160,1468.8,0,0,8.02,100,23,28,111.51
765,0,135,0,0,0,0,180,1315.8,0,0,10.79,100,23,28,122.6
720,0,180,0,0,0,0,180,1303.2,0,0,10.8,100,23,28,124.2
675,0,225,0,0,0,0,180,1289.25,0,0,10.8,100,23,28,123.4
720,0,180,0,0,0,0,162,1353.6,0,0,10.8,100,23,28,128.2
720,0,180,0,0,0,0,198,1260,0,0,10.8,100,23,28,122.05
720,0,180,0,0,0,0,180,1296,0,0,12.6,100,23,28,127.32
720,0,180,0,0,0,0,180,1310.4,0,0,9,100,23,28,125.56
850,0,150,0,0,0,0,200,1173,0,0,11.99,100,23,28,128.1
800,0,200,0,0,0,0,200,1160,0,0,12,100,23,28,126.6
750,0,250,0,0,0,0,200,1140,0,0,12,100,23,28,125
850,0,150,0,0,0,0,180,1224,0,0,11.99,100,23,28,132.59
850,0,150,0,0,0,0,200,1173,0,0,14.03,100,23,28,129.95
850,0,150,0,0,0,0,200,1181.5,0,0,10.03,100,23,28,127.32
729,0,182,0,0,0,0,182,920,230,156,27,100,20,28,148
365,365,183,0,0,0,0,183,920,230,156,17,100,20,28,151
480,0,171,0,0,206,0,171,920,230,156,33,100,20,28,157
480,0,171,0,0,206,0,171,920,230,156,33,100,210,28,172
863,0,216,0,0,0,0,177,1079,0,0,21.6,100,23,1,35.68
858,0,216,0,0,0,5.4,177,1079,0,0,21.6,100,23,1,42.39
852,0,216,0,0,0,10.8,177,1079,0,0,21.6,100,23,1,48.2
847,0,216,0,0,0,16.2,177,1079,0,0,21.6,100,23,1,53.38
842,0,216,0,0,0,21.6,177,1079,0,0,21.6,100,23,1,53.08
863,0,216,0,0,0,0,177,1079,0,0,21.6,100,23,3,75.05
858,0,216,0,0,0,5.4,177,1079,0,0,21.6,100,23,3,82.07
852,0,216,0,0,0,10.8,177,1079,0,0,21.6,100,23,3,85.12
847,0,216,0,0,0,16.2,177,1079,0,0,21.6,100,23,3,87.88
842,0,216,0,0,0,21.6,177,1079,0,0,21.6,100,23,3,82.09
863,0,216,0,0,0,0,177,1079,0,0,21.6,100,23,7,92.48
858,0,216,0,0,0,5.4,177,1079,0,0,21.6,100,23,7,92.79
852,0,216,0,0,0,10.8,177,1079,0,0,21.6,100,23,7,101.64
847,0,216,0,0,0,16.2,177,1079,0,0,21.6,100,23,7,106.22
842,0,216,0,0,0,21.6,177,1079,0,0,21.6,100,23,7,103.18
863,0,216,0,0,0,0,177,1079,0,0,21.6,100,23,28,103.81
858,0,216,0,0,0,5.4,177,1079,0,0,21.6,100,23,28,108.09
852,0,216,0,0,0,10.8,177,1079,0,0,21.6,100,23,28,113.58
847,0,216,0,0,0,16.2,177,1079,0,0,21.6,100,23,28,112.68
842,0,216,0,0,0,21.6,177,1079,0,0,21.6,100,23,28,110.25
863,0,216,0,0,0,0,177,1079,0,0,21.6,100,23,28,119.41
858,0,216,0,0,0,5.4,177,1079,0,0,21.6,100,23,28,128.26
852,0,216,0,0,0,10.8,177,1079,0,0,21.6,100,23,28,129.79
847,0,216,0,0,0,16.2,177,1079,0,0,21.6,100,23,28,124
842,0,216,0,0,0,21.6,177,1079,0,0,21.6,100,23,28,117.62
1251.2,0,291.3,0,0,0,0,201.4,407.8,0,0,28.2,100,23,1,82.81
825.8,0,192.3,486.2,0,0,0,201.4,444.4,0,0,10.5,100,23,1,70.14
575.6,0,134,772.2,0,0,0,201.4,455.7,0,0,5.1,100,23,1,33.49
325.3,0,75.7,1058.2,0,0,0,201.4,455.4,0,0,5.2,100,23,1,28.51
1251.2,0,291.3,0,0,0,0,201.4,407.8,0,0,28.2,100,23,3,112.692
825.8,0,192.3,486.2,0,0,0,201.4,444.4,0,0,10.5,100,23,3,116.31
325.3,0,75.7,1058.2,0,0,0,201.4,455.4,0,0,5.2,100,23,3,54.32
1251.2,0,291.3,0,0,0,0,201.4,407.8,0,0,28.2,100,23,7,124.94
325.3,0,75.7,1058.2,0,0,0,201.4,455.4,0,0,5.2,100,23,7,75.62
1251.2,0,291.3,0,0,0,0,201.4,407.8,0,0,28.2,100,23,14,140.83
825.8,0,192.3,486.2,0,0,0,201.4,444.4,0,0,10.5,100,23,14,148.52
575.6,0,134,772.2,0,0,0,201.4,455.7,0,0,5.1,100,23,14,142.64
325.3,0,75.7,1058.2,0,0,0,201.4,455.4,0,0,5.2,100,23,14,97.84
1251.2,0,291.3,0,0,0,0,201.4,407.8,0,0,28.2,100,23,28,147.27
825.8,0,192.3,486.2,0,0,0,201.4,444.4,0,0,10.5,100,23,28,167.18
575.6,0,134,772.2,0,0,0,201.4,455.7,0,0,5.1,100,23,28,155.87
325.3,0,75.7,1058.2,0,0,0,201.4,455.4,0,0,5.2,100,23,28,113.34
1251.2,0,291.3,0,0,0,0,201.4,407.8,0,0,28.2,100,23,56,156.53
575.6,0,134,772.2,0,0,0,201.4,455.7,0,0,5.1,100,23,56,171
325.3,0,75.7,1058.2,0,0,0,201.4,455.4,0,0,5.2,100,23,56,123.05
788.5,0,433.7,0,0,0,0,160.3,867.4,0,0,52.6,100,23,28,195.2
788.5,0,433.7,0,0,0,0,160.3,867.4,0,156,52.6,100,23,28,220.2
788.5,0,433.7,0,0,0,0,160.3,867.4,0,156,52.6,100,23,28,209.6
788.5,0,433.7,0,0,0,0,160.3,867.4,0,156,52.6,100,23,28,201.4
788.5,0,433.7,0,0,0,0,160.3,867.4,0,156,52.6,100,23,28,218.4
788.5,0,433.7,0,0,0,0,160.3,867.4,0,156,52.6,100,23,28,218.5
788.5,0,433.7,0,0,0,0,160.3,867.4,0,156,52.6,100,23,28,205.1
788.5,0,433.7,0,0,0,0,160.3,867.4,0,39,52.6,100,23,28,209.4
788.5,0,433.7,0,0,0,0,160.3,867.4,0,78,52.6,100,23,28,199.6
788.5,0,433.7,0,0,0,0,160.3,867.4,0,117,52.6,100,23,28,209.7
788.5,0,433.7,0,0,0,0,160.3,867.4,0,39,52.6,100,23,28,198.6
788.5,0,433.7,0,0,0,0,160.3,867.4,0,117,52.6,100,23,28,220.5
788.5,0,433.7,0,0,0,0,160.3,867.4,0,39,52.6,100,23,28,211.2
788.5,0,433.7,0,0,0,0,160.3,867.4,0,78,52.6,100,23,28,186.7
788.5,0,433.7,0,0,0,0,160.3,867.4,0,117,52.6,100,23,28,218.1
946,0,71,47,0,166,0,166,344,516,0,35.76,98,23,3,120.77
784,0,157,235,0,0,0,171,330,493,0,39.66,98,23,3,102.73
937,0,70,47,0,164,0,164,340,511,78,36.82,98,23,3,108.74
777,0,155,233,0,0,0,169,326,490,78,40.64,98,23,3,101.09
946,0,71,47,0,166,0,166,344,516,0,35.76,98,23,14,131.69
784,0,157,235,0,0,0,171,330,493,0,39.66,98,23,14,118.03
937,0,70,47,0,164,0,164,340,511,78,36.82,98,23,14,123.5
777,0,155,233,0,0,0,169,326,490,78,40.64,98,23,14,110.93
946,0,71,47,0,166,0,166,344,516,0,35.76,98,23,28,144.81
784,0,157,235,0,0,0,171,330,493,0,39.66,98,23,28,127.87
937,0,70,47,0,164,0,164,340,511,78,36.82,98,23,28,150.82
777,0,155,233,0,0,0,169,326,490,78,40.64,98,23,28,134.43
946,0,71,47,0,166,0,166,344,516,0,35.76,98,23,90,160.66
784,0,157,235,0,0,0,171,330,493,0,39.66,98,23,90,150.82
937,0,70,47,0,164,0,164,340,511,78,36.82,98,23,90,166.67
777,0,155,233,0,0,0,169,326,490,78,40.64,98,23,90,151.91
792,0,264,0,0,0,0,173,1056,0,156,21.1,100,20,3,102.86
784,0,261,0,0,0,0,171,1045,0,234,20.9,100,20,3,106
809,0,270,0,0,0,0,177,1079,0,0,21.6,100,20,7,92.77
800,0,267,0,0,0,0,175,1067,0,78,21.3,100,20,7,110.42
792,0,264,0,0,0,0,173,1056,0,156,21.1,100,20,7,123.66
784,0,261,0,0,0,0,171,1045,0,234,20.9,100,20,7,128.07
809,0,270,0,0,0,0,177,1079,0,0,21.6,100,20,28,106
800,0,267,0,0,0,0,175,1067,0,78,21.3,100,20,28,129.96
792,0,264,0,0,0,0,173,1056,0,156,21.1,100,20,28,150.13
784,0,261,0,0,0,0,171,1045,0,234,20.9,100,20,28,158.32
800,0,267,0,0,0,0,175,1067,0,78,21.3,100,20,90,148.87
792,0,264,0,0,0,0,173,1056,0,156,21.1,100,20,90,161.47
784,0,261,0,0,0,0,171,1045,0,234,20.9,100,20,90,166.51
