c,bfs,fa,w,sp,ca,fa,age,cs
182,0,222,137,0,1124,749,7,31.1
396,0,0,170,0,1110,740,28,50.7
181,0,221,151,0,1113,742,28,34.9
180,0,220,155,0,1117,745,28,32.7
180,0,220,146,0,1089,726,28,53
182,0,222,140,0,1090,727,28,42.9
182,0,222,138,0,1124,749,28,55.8
181,0,222,154,0,1110,740,28,31.8
179,0,219,152,0,1097,731,28,30.7
182,0,222,137,0,1124,749,28,47.5
396,0,0,170,0,1110,740,56,54.2
181,0,221,151,0,1113,742,56,43.1
180,0,220,155,0,1117,745,56,40.2
180,0,220,146,0,1089,726,56,62.1
182,0,222,140,0,1090,727,56,51.3
182,0,222,138,0,1124,749,56,58.2
181,0,222,154,0,1110,740,56,39
179,0,219,152,0,1097,731,56,37.7
182,0,222,137,0,1124,749,56,55.7
396,0,0,170,0,1110,740,91,57.7
181,0,221,151,0,1113,742,91,48
180,0,220,155,0,1117,745,91,44.7
180,0,220,146,0,1089,726,91,65.2
182,0,222,140,0,1090,727,91,56.1
182,0,222,138,0,1124,749,91,61.9
181,0,222,154,0,1110,740,91,43.9
179,0,219,152,0,1097,731,91,44.6
182,0,222,137,0,1124,749,91,60
331,0,0,165,11.59,1153,768,1,19.4
207,0,89,157,7.41,1178,786,1,11.5
150,0,150,139,5.26,1195,797,1,5.9
273,0,117,163,9.54,1118,746,1,18.5
202,0,202,155,7.06,1114,744,1,12.3
214,0,143,154,7.5,1152,768,1,10.5
213,0,142,153,7.46,1146,763,1,10.4
213,0,142,153,7.46,1146,763,1,11
213,0,142,153,7.46,1146,763,1,10.8
213,0,91,159,7.45,1172,781,1,7.2
150,0,150,151,5.27,1187,792,1,3.4
274,0,117,174,9.6,1109,742,1,11.7
204,0,204,161,7.15,1116,745,1,8
215,0,143,157,7.51,1149,768,1,10.3
215,0,143,157,7.51,1149,768,1,10.8
211,0,141,162,7.4,1150,767,1,9
215,0,143,157,7.51,1149,768,1,10.1
331,0,0,165,11.59,1153,768,7,32.6
207,0,89,157,7.41,1178,786,7,25
150,0,150,139,5.26,1195,797,7,21.8
273,0,117,163,9.54,1118,746,7,36.5
202,0,202,155,7.06,1114,744,7,34.6
214,0,143,154,7.5,1152,768,7,29.7
213,0,142,153,7.46,1146,763,7,30.8
213,0,142,153,7.46,1146,763,7,30.8
213,0,142,153,7.46,1146,763,7,31.5
213,0,91,159,7.45,1172,781,7,22.5
150,0,150,151,5.27,1187,792,7,15.3
274,0,117,174,9.6,1109,742,7,31.5
204,0,204,161,7.15,1116,745,7,25.9
215,0,143,157,7.51,1149,768,7,26.5
215,0,143,157,7.51,1149,768,7,27.6
211,0,141,162,7.4,1150,767,7,25.5
215,0,143,157,7.51,1149,768,7,27.3
331,0,0,165,11.59,1153,768,28,40.1
207,0,89,157,7.41,1178,786,28,42.5
150,0,150,139,5.26,1195,797,28,41.8
273,0,117,163,9.54,1118,746,28,56
202,0,202,155,7.06,1114,744,28,55.7
214,0,143,154,7.5,1152,768,28,52.7
213,0,142,153,7.46,1146,763,28,53
213,0,142,153,7.46,1146,763,28,53.4
213,0,142,153,7.46,1146,763,28,50.6
213,0,91,159,7.45,1172,781,28,35.9
150,0,150,151,5.27,1187,792,28,28
274,0,117,174,9.6,1109,742,28,44.6
204,0,204,161,7.15,1116,745,28,43.8
215,0,143,157,7.51,1149,768,28,42
215,0,143,157,7.51,1149,768,28,42.5
211,0,141,162,7.4,1150,767,28,39
215,0,143,157,7.51,1149,768,28,43.5
331,0,0,165,11.59,1153,768,56,43
207,0,89,157,7.41,1178,786,56,49
150,0,150,139,5.26,1195,797,56,47
273,0,117,163,9.54,1118,746,56,61
202,0,202,155,7.06,1114,744,56,62
214,0,143,154,7.5,1152,768,56,60
213,0,142,153,7.46,1146,763,56,59
213,0,142,153,7.46,1146,763,56,58
213,0,142,153,7.46,1146,763,56,59
213,0,91,159,7.45,1172,781,56,41
150,0,150,151,5.27,1187,792,56,34
274,0,117,174,9.6,1109,742,56,50
204,0,204,161,7.15,1116,745,56,51
215,0,143,157,7.51,1149,768,56,49
215,0,143,157,7.51,1149,768,56,49
211,0,141,162,7.4,1150,767,56,47
215,0,143,157,7.51,1149,768,56,49
350,0,0,167.5,6.3,1035,740,3,27.9
175,0,175,167.5,6.3,1035,740,3,8.6
140,0,210,167.5,6.3,1035,740,3,4.5
105,0,245,167.5,6.3,1035,740,3,2.4
175,175,0,167.5,6.3,1035,740,3,9
140,210,0,167.5,6.3,1035,740,3,7.5
105,245,0,167.5,6.3,1035,740,3,4.9
175,87.5,87.5,167.5,6.3,1035,740,3,10.5
140,105,105,167.5,6.3,1035,740,3,7.3
105,122.5,122.5,167.5,6.3,1035,740,3,5.4
350,0,0,167.5,6.3,1035,740,7,38.1
175,0,175,167.5,6.3,1035,740,7,13.7
140,0,210,167.5,6.3,1035,740,7,9.1
105,0,245,167.5,6.3,1035,740,7,4.5
175,175,0,167.5,6.3,1035,740,7,20
140,210,0,167.5,6.3,1035,740,7,17.8
105,245,0,167.5,6.3,1035,740,7,15.1
175,87.5,87.5,167.5,6.3,1035,740,7,18.4
140,105,105,167.5,6.3,1035,740,7,16.2
105,122.5,122.5,167.5,6.3,1035,740,7,11.6
350,0,0,167.5,6.3,1035,740,28,43.6
175,0,175,167.5,6.3,1035,740,28,20.9
140,0,210,167.5,6.3,1035,740,28,13.8
105,0,245,167.5,6.3,1035,740,28,9.7
175,175,0,167.5,6.3,1035,740,28,35
140,210,0,167.5,6.3,1035,740,28,32.3
105,245,0,167.5,6.3,1035,740,28,26.4
175,87.5,87.5,167.5,6.3,1035,740,28,33.4
140,105,105,167.5,6.3,1035,740,28,30.9
105,122.5,122.5,167.5,6.3,1035,740,28,25.3
350,0,0,167.5,6.3,1035,740,120,54.6
175,0,175,167.5,6.3,1035,740,120,35
140,0,210,167.5,6.3,1035,740,120,31.3
105,0,245,167.5,6.3,1035,740,120,27.4
175,175,0,167.5,6.3,1035,740,120,50.2
140,210,0,167.5,6.3,1035,740,120,45.4
105,245,0,167.5,6.3,1035,740,120,37.4
175,87.5,87.5,167.5,6.3,1035,740,120,41.9
140,105,105,167.5,6.3,1035,740,120,35.3
105,122.5,122.5,167.5,6.3,1035,740,120,34.7
400,0,0,136,5.6,1200,600,1,12.05
400,0,0,128,0,1200,600,1,33.51
120,0,280,112,5.6,1200,600,1,1.76
120,0,280,116,0,1200,600,1,7.09
200,0,200,132,5.6,1200,600,1,5.62
200,0,200,120,0,1200,600,1,28.25
120,0,280,160,0,1200,600,1,4.29
200,0,200,172,5.6,1200,600,1,3.2
200,0,200,156,0,1200,600,1,15.73
400,0,0,136,5.6,1200,600,3,38.41
400,0,0,128,0,1200,600,3,45.27
120,0,280,112,5.6,1200,600,3,16.34
120,0,280,116,0,1200,600,3,16.64
200,0,200,132,5.6,1200,600,3,31.85
200,0,200,120,0,1200,600,3,35.3
120,0,280,172,5.6,1200,600,3,7.98
120,0,280,160,0,1200,600,3,10.9
200,0,200,172,5.6,1200,600,3,20.22
200,0,200,156,0,1200,600,3,26.14
400,0,0,136,5.6,1200,600,7,49.27
400,0,0,128,0,1200,600,7,52.63
120,0,280,112,5.6,1200,600,7,24.01
120,0,280,116,0,1200,600,7,18.6
200,0,200,132,5.6,1200,600,7,38
200,0,200,120,0,1200,600,7,48.3
120,0,280,172,5.6,1200,600,7,12.29
120,0,280,160,0,1200,600,7,14.4
200,0,200,172,5.6,1200,600,7,25.36
200,0,200,156,0,1200,600,7,34.3
400,0,0,136,5.6,1200,600,28,60.75
400,0,0,128,0,1200,600,28,64.95
120,0,280,112,5.6,1200,600,28,33.25
120,0,280,116,0,1200,600,28,30.55
200,0,200,132,5.6,1200,600,28,57
200,0,200,120,0,1200,600,28,66.55
120,0,280,172,5.6,1200,600,28,21.1
120,0,280,160,0,1200,600,28,22.6
200,0,200,172,5.6,1200,600,28,36.6
200,0,200,156,0,1200,600,28,45.85
400,0,0,136,5.6,1200,600,91,65.03
400,0,0,128,0,1200,600,91,68.1
120,0,280,112,5.6,1200,600,91,40.75
120,0,280,116,0,1200,600,91,41.1
200,0,200,132,5.6,1200,600,91,60.2
200,0,200,120,0,1200,600,91,79.9
120,0,280,172,5.6,1200,600,91,24.21
120,0,280,160,0,1200,600,91,28.01
200,0,200,172,5.6,1200,600,91,42.65
200,0,200,156,0,1200,600,91,54.55
400,0,0,136,5.6,1200,600,182,69.13
400,0,0,128,0,1200,600,182,72.29
120,0,280,112,5.6,1200,600,182,42.45
120,0,280,116,0,1200,600,182,43
200,0,200,132,5.6,1200,600,182,67.3
200,0,200,120,0,1200,600,182,81.6
120,0,280,172,5.6,1200,600,182,27.5
120,0,280,160,0,1200,600,182,29.65
200,0,200,172,5.6,1200,600,182,49.7
200,0,200,156,0,1200,600,182,55.65
400,0,0,136,5.6,1200,600,364,71
400,0,0,128,0,1200,600,364,77.08
120,0,280,112,5.6,1200,600,364,45
120,0,280,116,0,1200,600,364,48.05
200,0,200,132,5.6,1200,600,364,67.6
200,0,200,120,0,1200,600,364,83.6
120,0,280,172,5.6,1200,600,364,30.7
120,0,280,160,0,1200,600,364,31.9
200,0,200,172,5.6,1200,600,364,53
200,0,200,156,0,1200,600,364,60.2
396,0,0,214,4.75,759,962,28,44.1
471,0,0,212,5.65,793,891,28,52.3
530,0,0,175,5.3,1000,710,28,75.5
643,0,0,180,10.29,1008,590,28,84.2
337,0,59,214,4.75,759,925,28,39.9
388,0,68,205,5.47,812,842,28,48.5
450,0,80,175,5.3,1000,681,28,78.6
540,0,95,178,10.16,980,600,28,82.9
323,0,81,218,4.85,748,911,28,32.8
373,0,93,211,5.59,800,823,28,47.9
490,0,123,203,7.97,915,600,28,63.3
610,0,153,214,12.21,920,431,28,75.8
306,0,102,220,4.9,743,905,28,33.7
358,0,120,214,5.74,786,815,28,46.3
436,0,146,192,8.15,941,621,28,64.4
576,0,192,214,12.29,906,425,28,74.5
275,0,118,212,4.72,774,905,28,30.4
312,0,134,200,5.8,821,846,28,40.5
406,0,174,191,8.12,937,618,28,62.5
483,0,207,193,11.04,1001,448,28,72.5
396,0,0,214,4.75,759,962,91,51.4
471,0,0,212,5.65,793,891,91,60.8
530,0,0,175,5.3,1000,710,91,83.1
643,0,0,180,10.29,1008,590,91,95.5
337,0,59,214,4.75,759,925,91,47.6
388,0,68,205,5.47,812,842,91,58.6
450,0,80,175,5.3,1000,681,91,86.3
540,0,95,178,10.16,980,600,91,87.4
323,0,81,218,4.85,748,911,91,41.5
373,0,93,211,5.59,800,823,91,60.1
490,0,123,203,7.97,915,600,91,72.7
610,0,153,214,12.21,920,431,91,91.3
306,0,102,220,4.9,743,905,91,43.1
358,0,120,214,5.74,786,815,91,58.2
436,0,146,192,8.15,941,621,91,78.6
576,0,192,214,12.29,906,425,91,89.1
275,0,118,212,4.72,774,905,91,38.9
312,0,134,200,5.8,821,846,91,57.5
406,0,174,191,8.12,937,618,91,78.5
483,0,207,193,11.04,1001,448,91,86.4
396,0,0,214,4.75,759,962,182,55.9
471,0,0,212,5.65,793,891,182,62.1
530,0,0,175,5.3,1000,710,182,91.6
643,0,0,180,10.29,1008,590,182,101
337,0,59,214,4.75,759,925,182,49.5
388,0,68,205,5.47,812,842,182,62
450,0,80,175,5.3,1000,681,182,100.7
540,0,95,178,10.16,980,600,182,103.3
323,0,81,218,4.85,748,911,182,46.6
373,0,93,211,5.59,800,823,182,63
490,0,123,203,7.97,915,600,182,79.1
610,0,153,214,12.21,920,431,182,94.1
306,0,102,220,4.9,743,905,182,43.8
358,0,120,214,5.74,786,815,182,61.6
436,0,146,192,8.15,941,621,182,80.6
576,0,192,214,12.29,906,425,182,93.2
275,0,118,212,4.72,774,905,182,44.5
312,0,134,200,5.8,821,846,182,58.5
406,0,174,191,8.12,937,618,182,84.5
483,0,207,193,11.04,1001,448,182,88.8
396,0,0,214,4.75,759,962,364,56.8
471,0,0,212,5.65,793,891,364,65.2
530,0,0,175,5.3,1000,710,364,94.5
643,0,0,180,10.29,1008,590,364,95.1
337,0,59,214,4.75,759,925,364,54.1
388,0,68,205,5.47,812,842,364,67.2
450,0,80,175,5.3,1000,681,364,102.3
540,0,95,178,10.16,980,600,364,113.1
323,0,81,218,4.85,748,911,364,53.8
373,0,93,211,5.59,800,823,364,67.5
490,0,123,203,7.97,915,600,364,83.2
610,0,153,214,12.21,920,431,364,99.2
306,0,102,220,4.9,743,905,364,53.6
358,0,120,214,5.74,786,815,364,69.2
436,0,146,192,8.15,941,621,364,85.9
576,0,192,214,12.29,906,425,364,103
275,0,118,212,4.72,774,905,364,48
312,0,134,200,5.8,821,846,364,66.5
406,0,174,191,8.12,937,618,364,91.2
483,0,207,193,11.04,1001,448,364,96.4
250,0,0,219,0,1111,732,7,15.3
175,0,0,209,0,1166,768,7,9.2
175,37,0,215,0,1135,748,7,12.7
175,75,0,218,0,1109,731,7,16.4
175,125,0,223,0,1073,707,7,18.6
175,175,0,230,0,1033,681,7,19.1
175,225,0,238,0,991,654,7,18.5
175,275,0,248,0,948,624,7,17.1
300,0,0,225,0,1075,708,7,19.9
210,0,0,214,0,1140,751,7,12.4
210,45,0,219,0,1106,729,7,16.7
210,90,0,224,0,1072,707,7,21.2
210,150,0,231,0,1027,677,7,23.9
210,210,0,240,0,979,645,7,24.4
210,270,0,251,0,927,611,7,24.1
210,330,0,261,0,877,578,7,22.2
350,0,0,232,0,1037,684,7,24.9
245,0,0,218,0,1114,735,7,16.1
245,52,0,225,0,1073,708,7,20.8
245,105,0,230,0,1036,683,7,25.6
245,175,0,239,0,982,647,7,29.6
245,245,0,250,0,924,609,7,30.1
245,315,0,263,0,864,569,7,29.5
245,385,0,279,0,799,526,7,26.6
400,0,0,239,0,999,659,7,29.1
280,0,0,224,0,1087,716,7,19.6
280,60,0,231,0,1041,686,7,24
280,120,0,236,0,999,659,7,29.8
280,200,0,247,0,936,617,7,33.8
280,280,0,263,0,866,570,7,34.4
280,360,0,278,0,796,525,7,33.3
280,440,0,295,0,723,477,7,30.2
250,0,0,219,0,1111,732,14,17.6
175,0,0,209,0,1166,768,14,9.7
175,37,0,215,0,1135,748,14,13.4
175,75,0,218,0,1109,731,14,17.4
175,125,0,223,0,1073,707,14,20.2
175,175,0,230,0,1033,681,14,20.6
175,225,0,238,0,991,654,14,20.1
175,275,0,248,0,948,624,14,18.5
300,0,0,225,0,1075,708,14,22.7
210,0,0,214,0,1140,751,14,13.7
210,45,0,219,0,1106,729,14,18.3
210,90,0,224,0,1072,707,14,23.1
210,150,0,231,0,1027,677,14,26.1
210,210,0,240,0,979,645,14,26.6
210,270,0,251,0,927,611,14,26.3
210,330,0,261,0,877,578,14,24.3
350,0,0,232,0,1037,684,14,27.8
245,0,0,218,0,1114,735,14,17.9
245,52,0,225,0,1073,708,14,22.9
245,105,0,230,0,1036,683,14,28.3
245,175,0,239,0,982,647,14,32.4
245,245,0,250,0,924,609,14,33
245,315,0,263,0,864,569,14,32.4
245,385,0,279,0,799,526,14,29.2
400,0,0,239,0,999,659,14,32.6
280,0,0,224,0,1087,716,14,21.9
280,60,0,231,0,1041,686,14,26.7
280,120,0,236,0,999,659,14,33.1
280,200,0,247,0,936,617,14,37.5
280,280,0,263,0,866,570,14,38.1
280,360,0,278,0,796,525,14,37
280,440,0,295,0,723,477,14,33.5
250,0,0,219,0,1111,732,28,22.7
175,0,0,209,0,1166,768,28,13
175,37,0,215,0,1135,748,28,18.1
175,75,0,218,0,1109,731,28,23.5
175,125,0,223,0,1073,707,28,27
175,175,0,230,0,1033,681,28,27.8
175,225,0,238,0,991,654,28,27.2
175,275,0,248,0,948,624,28,25.1
300,0,0,225,0,1075,708,28,28.9
210,0,0,214,0,1140,751,28,17.5
210,45,0,219,0,1106,729,28,23.6
210,90,0,224,0,1072,707,28,30
210,150,0,231,0,1027,677,28,34
210,210,0,240,0,979,645,28,34.9
210,270,0,251,0,927,611,28,34.5
210,330,0,261,0,877,578,28,31.8
350,0,0,232,0,1037,684,28,35
245,0,0,218,0,1114,735,28,22.6
245,52,0,225,0,1073,708,28,29
245,105,0,230,0,1036,683,28,36.1
245,175,0,239,0,982,647,28,41.4
245,245,0,250,0,924,609,28,42.3
245,315,0,263,0,864,569,28,41.5
245,385,0,279,0,799,526,28,37.5
400,0,0,239,0,999,659,28,40.4
280,0,0,224,0,1087,716,28,27.5
280,60,0,231,0,1041,686,28,33.7
280,120,0,236,0,999,659,28,41.8
280,200,0,247,0,936,617,28,47.5
280,280,0,263,0,866,570,28,48.4
280,360,0,278,0,796,525,28,47
280,440,0,295,0,723,477,28,42.7
250,0,0,219,0,1111,732,63,23.2
175,0,0,209,0,1166,768,63,13.3
175,37,0,215,0,1135,748,63,19.3
175,75,0,218,0,1109,731,63,26.8
175,125,0,223,0,1073,707,63,31.7
175,175,0,230,0,1033,681,63,33.1
175,225,0,238,0,991,654,63,32.9
175,275,0,248,0,948,624,63,30.4
300,0,0,225,0,1075,708,63,29.8
210,0,0,214,0,1140,751,63,18
210,45,0,219,0,1106,729,63,25
210,90,0,224,0,1072,707,63,33
210,150,0,231,0,1027,677,63,40
210,210,0,240,0,979,645,63,40.9
210,270,0,251,0,927,611,63,40.7
210,330,0,261,0,877,578,63,37.8
350,0,0,232,0,1037,684,63,35.9
245,0,0,218,0,1114,735,63,23
245,52,0,225,0,1073,708,63,30.3
245,105,0,230,0,1036,683,63,39.2
245,175,0,239,0,982,647,63,47.7
245,245,0,250,0,924,609,63,48.5
245,315,0,263,0,864,569,63,48.1
245,385,0,279,0,799,526,63,43.5
400,0,0,239,0,999,659,63,41.5
280,0,0,224,0,1087,716,63,28.3
280,60,0,231,0,1041,686,63,35.2
280,120,0,236,0,999,659,63,45.9
280,200,0,247,0,936,617,63,54.5
280,280,0,263,0,866,570,63,55.3
280,360,0,278,0,796,525,63,54.9
280,440,0,295,0,723,477,63,49.6
250,0,0,219,0,1111,732,120,23.7
175,0,0,209,0,1166,768,120,13.6
175,37,0,215,0,1135,748,120,20
175,75,0,218,0,1109,731,120,28.1
175,125,0,223,0,1073,707,120,34.8
175,175,0,230,0,1033,681,120,36.5
175,225,0,238,0,991,654,120,36.1
175,275,0,248,0,948,624,120,33.7
300,0,0,225,0,1075,708,120,30.4
210,0,0,214,0,1140,751,120,18.3
210,45,0,219,0,1106,729,120,26.7
210,90,0,224,0,1072,707,120,35.8
210,150,0,231,0,1027,677,120,43.4
210,210,0,240,0,979,645,120,45.4
210,270,0,251,0,927,611,120,45.3
210,330,0,261,0,877,578,120,42.4
350,0,0,232,0,1037,684,120,36.5
245,0,0,218,0,1114,735,120,23.5
245,52,0,225,0,1073,708,120,33
245,105,0,230,0,1036,683,120,42.5
245,175,0,239,0,982,647,120,51.7
245,245,0,250,0,924,609,120,53.5
245,315,0,263,0,864,569,120,53.7
245,385,0,279,0,799,526,120,49
400,0,0,239,0,999,659,120,42.4
280,0,0,224,0,1087,716,120,28.9
280,60,0,231,0,1041,686,120,37.8
280,120,0,236,0,999,659,120,49.1
280,200,0,247,0,936,617,120,58.3
280,280,0,263,0,866,570,120,59.9
280,360,0,278,0,796,525,120,59.9
280,440,0,295,0,723,477,120,55.2
250,0,0,219,0,1111,732,182,24.6
175,0,0,209,0,1166,768,182,14.1
175,37,0,215,0,1135,748,182,20.5
175,75,0,218,0,1109,731,182,29
175,125,0,223,0,1073,707,182,36.2
175,175,0,230,0,1033,681,182,38.2
175,225,0,238,0,991,654,182,38
175,275,0,248,0,948,624,182,35.8
300,0,0,225,0,1075,708,182,31.5
210,0,0,214,0,1140,751,182,18.8
210,45,0,219,0,1106,729,182,27.6
210,90,0,224,0,1072,707,182,37.1
210,150,0,231,0,1027,677,182,45.2
210,210,0,240,0,979,645,182,47.4
210,270,0,251,0,927,611,182,47.5
210,330,0,261,0,877,578,182,44.7
350,0,0,232,0,1037,684,182,37.9
245,0,0,218,0,1114,735,182,24.3
245,52,0,225,0,1073,708,182,34.3
245,105,0,230,0,1036,683,182,44.3
245,175,0,239,0,982,647,182,54
245,245,0,250,0,924,609,182,56
245,315,0,263,0,864,569,182,56.3
245,385,0,279,0,799,526,182,51.7
400,0,0,239,0,999,659,182,44
280,0,0,224,0,1087,716,182,29.8
280,60,0,231,0,1041,686,182,39.1
280,120,0,236,0,999,659,182,51
280,200,0,247,0,936,617,182,60.8
280,280,0,263,0,866,570,182,62.6
280,360,0,278,0,796,525,182,62.8
280,440,0,295,0,723,477,182,58.3
250,0,0,219,0,1111,732,364,25.9
175,0,0,209,0,1166,768,364,14.5
175,37,0,215,0,1135,748,364,21.4
175,75,0,218,0,1109,731,364,30.5
175,125,0,223,0,1073,707,364,38.4
175,175,0,230,0,1033,681,364,40.8
175,225,0,238,0,991,654,364,40.9
175,275,0,248,0,948,624,364,38.7
300,0,0,225,0,1075,708,364,33.1
210,0,0,214,0,1140,751,364,19.8
210,45,0,219,0,1106,729,364,28.9
210,90,0,224,0,1072,707,364,39.1
210,150,0,231,0,1027,677,364,47.9
210,210,0,240,0,979,645,364,50.5
210,270,0,251,0,927,611,364,50.7
210,330,0,261,0,877,578,364,47.9
350,0,0,232,0,1037,684,364,40
245,0,0,218,0,1114,735,364,25.6
245,52,0,225,0,1073,708,364,36.2
245,105,0,230,0,1036,683,364,46.9
245,175,0,239,0,982,647,364,57.4
245,245,0,250,0,924,609,364,59.7
245,315,0,263,0,864,569,364,60.2
245,385,0,279,0,799,526,364,55.2
400,0,0,239,0,999,659,364,46.3
280,0,0,224,0,1087,716,364,31.2
280,60,0,231,0,1041,686,364,41.1
280,120,0,236,0,999,659,364,53.8
280,200,0,247,0,936,617,364,64.5
280,280,0,263,0,866,570,364,66.7
280,360,0,278,0,796,525,364,67.2
280,440,0,295,0,723,477,364,62.4
425,0,0,211,2.2,734,990,1,15
361,0,64,211,2.2,728,972,1,15.6
298,0,128,211,2.2,741,963,1,11.7
234,0,191,211,2.2,752,934,1,6.4
170,0,255,211,2.2,743,923,1,4.4
106,0,319,211,2.2,735,914,1,1.1
405,0,0,222,1.3,774,959,1,19.4
344,0,61,222,1.3,772,941,1,12.5
284,0,122,222,1.3,771,940,1,10.6
223,0,182,222,1.3,770,904,1,5.7
162,0,243,222,1.3,767,884,1,3.8
370,0,0,222,0.6,785,973,1,16.1
315,0,56,222,0.6,785,928,1,8.8
259,0,111,222,0.6,787,921,1,7.5
204,0,167,222,0.6,793,917,1,3.1
425,0,0,211,2.2,734,990,3,26.9
361,0,64,211,2.2,728,972,3,24.8
298,0,128,211,2.2,741,963,3,21.2
234,0,191,211,2.2,752,934,3,14
170,0,255,211,2.2,743,923,3,7.2
106,0,319,211,2.2,735,914,3,3.2
405,0,0,222,1.3,774,959,3,26.8
344,0,61,222,1.3,772,941,3,24.3
284,0,122,222,1.3,771,940,3,18.7
223,0,182,222,1.3,770,904,3,11.4
162,0,243,222,1.3,767,884,3,5.9
101,0,304,222,1.3,770,904,3,2.6
370,0,0,222,0.6,785,973,3,22.5
315,0,56,222,0.6,785,928,3,17.4
259,0,111,222,0.6,787,921,3,11.6
204,0,167,222,0.6,793,917,3,6.9
148,0,222,222,0.6,785,883,3,4.6
425,0,0,211,2.2,734,990,7,35.1
361,0,64,211,2.2,728,972,7,27.6
298,0,128,211,2.2,741,963,7,24.1
234,0,191,211,2.2,752,934,7,18.6
170,0,255,211,2.2,743,923,7,10.1
106,0,319,211,2.2,735,914,7,4.1
405,0,0,222,1.3,774,959,7,30.4
344,0,61,222,1.3,772,941,7,27.9
284,0,122,222,1.3,771,940,7,20.7
223,0,182,222,1.3,770,904,7,12.9
162,0,243,222,1.3,767,884,7,7.8
101,0,304,222,1.3,770,904,7,3.4
370,0,0,222,0.6,785,973,7,26.3
315,0,56,222,0.6,785,928,7,19.8
259,0,111,222,0.6,787,921,7,16.7
204,0,167,222,0.6,793,917,7,9.1
148,0,222,222,0.6,785,883,7,6.7
93,0,278,222,0.6,794,886,7,2.6
425,0,0,211,2.2,734,990,14,38.8
361,0,64,211,2.2,728,972,14,29.3
298,0,128,211,2.2,741,963,14,26.2
234,0,191,211,2.2,752,934,14,19.2
170,0,255,211,2.2,743,923,14,11.9
106,0,319,211,2.2,735,914,14,5.4
405,0,0,222,1.3,774,959,14,30.9
344,0,61,222,1.3,772,941,14,29.8
284,0,122,222,1.3,771,940,14,22.8
223,0,182,222,1.3,770,904,14,18
162,0,243,222,1.3,767,884,14,9.5
101,0,304,222,1.3,770,904,14,4.3
370,0,0,222,0.6,785,973,14,31.9
315,0,56,222,0.6,785,928,14,24.9
259,0,111,222,0.6,787,921,14,18.5
204,0,167,222,0.6,793,917,14,10.7
148,0,222,222,0.6,785,883,14,7.9
93,0,278,222,0.6,794,886,14,3.8
425,0,0,211,2.2,734,990,21,41.4
361,0,64,211,2.2,728,972,21,30.5
298,0,128,211,2.2,741,963,21,30
234,0,191,211,2.2,752,934,21,23.7
170,0,255,211,2.2,743,923,21,13.8
106,0,319,211,2.2,735,914,21,6.4
405,0,0,222,1.3,774,959,21,33.7
344,0,61,222,1.3,772,941,21,30.2
284,0,122,222,1.3,771,940,21,24
223,0,182,222,1.3,770,904,21,19
162,0,243,222,1.3,767,884,21,11.6
101,0,304,222,1.3,770,904,21,5.5
370,0,0,222,0.6,785,973,21,29
315,0,56,222,0.6,785,928,21,26.9
259,0,111,222,0.6,787,921,21,20.1
204,0,167,222,0.6,793,917,21,12.1
148,0,222,222,0.6,785,883,21,9.4
93,0,278,222,0.6,794,886,21,4.2
425,0,0,211,2.2,734,990,28,43.5
361,0,64,211,2.2,728,972,28,36.8
298,0,128,211,2.2,741,963,28,32.5
234,0,191,211,2.2,752,934,28,23.8
170,0,255,211,2.2,743,923,28,16.8
106,0,319,211,2.2,735,914,28,7
405,0,0,222,1.3,774,959,28,37
344,0,61,222,1.3,772,941,28,32.4
284,0,122,222,1.3,771,940,28,25.4
223,0,182,222,1.3,770,904,28,19.6
162,0,243,222,1.3,767,884,28,13.1
101,0,304,222,1.3,770,904,28,6
370,0,0,222,0.6,785,973,28,32.1
315,0,56,222,0.6,785,928,28,27.5
259,0,111,222,0.6,787,921,28,21.3
204,0,167,222,0.6,793,917,28,13.4
148,0,222,222,0.6,785,883,28,9.8
93,0,278,222,0.6,794,886,28,5
425,0,0,211,2.2,734,990,56,44.9
361,0,64,211,2.2,728,972,56,40.1
298,0,128,211,2.2,741,963,56,35.5
234,0,191,211,2.2,752,934,56,26.8
170,0,255,211,2.2,743,923,56,17.2
106,0,319,211,2.2,735,914,56,9.9
405,0,0,222,1.3,774,959,56,38.4
344,0,61,222,1.3,772,941,56,35.7
284,0,122,222,1.3,771,940,56,27
223,0,182,222,1.3,770,904,56,21.5
162,0,243,222,1.3,767,884,56,14
101,0,304,222,1.3,770,904,56,7.9
370,0,0,222,0.6,785,973,56,34.5
315,0,56,222,0.6,785,928,56,29.3
259,0,111,222,0.6,787,921,56,24.5
204,0,167,222,0.6,793,917,56,16.6
148,0,222,222,0.6,785,883,56,12.6
93,0,278,222,0.6,794,886,56,6.7
350,0,0,105,12.25,1218,812,3,61
280,70,0,105,11.55,1215,810,3,49.1
210,140,0,105,8.75,1209,806,3,48.3
140,210,0,105,7,1206,804,3,31.9
70,280,0,105,5.6,1200,800,3,22
350,0,0,140,5.25,1164,776,3,45.9
280,70,0,140,4.2,1158,772,3,39
210,140,0,140,3.5,1155,770,3,31.9
140,210,0,140,1.75,1149,766,3,27.3
70,280,0,140,2.8,1146,764,3,18.9
350,0,0,175,0.7,1107,738,3,38
280,70,0,175,0,1104,736,3,29.8
210,140,0,175,0,1098,732,3,24.3
140,210,0,175,0,1095,730,3,16.8
70,280,0,175,0,1089,726,3,12.1
400,0,0,120,16,1170,780,3,62.5
320,80,0,120,14,1164,776,3,51.4
